Type,Debt,Introduce Date,Introduce Author,Introduce Comment,Remove Date,Remove Author,Remove Comment,Introduce ID,Remove ID
DESIGN,// FIXME: should really close in case of timeout ? // FIXME: maybe comet should use an extended timeout,2006-05-17,Remy Maucherat,"- Start work on comet support. Note: it doesn't work yet, I think (I didn't test), and most of this   is very preliminary. It is relatively straightforward, though.",2006-05-29,Remy Maucherat,"- I had some problems when shutting down pollers which had active connections in them. I can't   reproduce any problem anymore, unfortunately, but I think it was because there was a poll going   on while the sockets in the poller were being destroyed, which could then lead to these sockets   being destroyed again. So I'm adding code to wait until the poll call is done before doing the   poller stop.",62d01f2c3caae42b60161c8566015aee48648949,487f57db342d80ead1dd84488728514de0fe4f3e
DESIGN,"// TODO Consider hard-coding to s.setSoLinger(true,0)",2010-05-25,Mark Emlyn David Thomas,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=49095 AprEndpoint does not wakeup accepts with deferred accept or BSD filters Based on a patch provided by Ruediger Pluem,2010-09-18,Mark Emlyn David Thomas,Code clean-up Use a single method for unlockAccept,d5c073f04d1a34572c9ecf9991e87329ff91dac1,e1b4da12e24152f2daf6948f25773ddfa6bc5e75
DESIGN,"/*
tomcat,     * This method should only be called if there is no chance that the socket
tomcat,     * is currently being used by the Poller.
tomcat,     */",2013-09-30,Mark Emlyn David Thomas,Add a warning comment and simplify the code a little.,2013-09-30,Mark Emlyn David Thomas,Switch to destroySocket in a few places where it is safe to do so.,58ed929f067c91c1bb4aee9da5a9c810ab86f1e6,51108a19f831593c3598b793bcd167c393639a79
DESIGN,"/*
tomcat,     * This method should only be called if there is no chance that the socket
tomcat,     * is currently being used by the Poller. It is generally a bad idea to call
tomcat,     * this directly from a known error condition.
tomcat,     */",2013-09-30,Mark Emlyn David Thomas,Switch to destroySocket in a few places where it is safe to do so.,NULL,NULL,NULL,51108a19f831593c3598b793bcd167c393639a79,NULL
DESIGN,// TODO: Restore a socket level input buffer to align with NIO and //       NIO2.,2015-01-15,Mark Thomas,Add a TODO,2015-02-27,Mark Thomas,Remove an implemented TODO,c3c66dadcacf0d90022acfa62c103aa1fe42ef30,21503003a722507cfb2a6e17e94ff07c8f2c77cc
DESIGN,// TODO Need to actually implement merging of the descriptors here. //      I'm currently thinking quicksort followed by running //      through the sorted list to merge the events.,2015-03-11,Mark Thomas,Add a placeholder for the descriptor merging that is going to be necessary for OSX and BSD.,2015-03-11,Mark Thomas,Implement the merging. I opted for certain clarity over the possible speed improvement of a more 'hands-on' implementation.,6087a7838d7153210d1528eb13124a1e500f27c9,2b865e145825e4399d7bd4d64b73a5c46bcba0eb
DESIGN,// TODO: Temp code until config refactoring is complete. Remove once //       refactoring is complete.,2015-04-22,Mark Thomas,Add temporary work-around to fix SSL with APR during refactoring.,2015-04-29,Mark Thomas,Remove temporary code. Now that at least one required field is configured via SSLHostConfig this temporary code is no longer required.,b6269184a866282c4c9e26996e36f809218e5433,b8eeec9efa533bd869a41680abc9c01e10556580
DESIGN,// TODO: Can this limitation be removed?,2015-06-19,Mark Thomas,Complete the OpenSSL configuration plumbing for multiple certificates per virtual host,NULL,NULL,NULL,ae4d3ad721c66659252351c1540da7bcff497bc4,NULL
DESIGN,// Load Server key and certificate // TODO: Confirm assumption that idx is not specific to //       key/certificate type,2015-06-19,Mark Thomas,Complete the OpenSSL configuration plumbing for multiple certificates per virtual host,NULL,NULL,NULL,ae4d3ad721c66659252351c1540da7bcff497bc4,NULL
DESIGN,// TODO: Duplicates code in SSLUtilBase. Consider //       refactoring to reduce duplication,2016-01-30,Mark Thomas,Fix an NPE in the Manager web application when displaying ciphers for APR/native Align OpenSsl's handling of enabled ciphers/protocols with JSSE,NULL,NULL,NULL,530186ab0cb166e825405b64f3c91a712a6c0544,NULL
DESIGN,// FIXME: would need some specific statistics gathering,2014-03-10,Remy Maucherat,Add experimental NIO2 connector. Based on code developed by Nabil Benothman.,2014-03-15,Remy Maucherat,- Cleanup and prefer non direct buffers for SSL by default (32KB of direct buffers per connection looks a bit too much). - Give up on the SSL test for now.,27ac1263bf25a6af9175afe772416e39b1f51f6a,5c357900eb76befeff7a46556498e2945dc5df11
DESIGN,// FIXME: remove when more stable,2014-03-10,Remy Maucherat,Add experimental NIO2 connector. Based on code developed by Nabil Benothman.,2014-06-06,Remy Maucherat,"Try removing the beta tag from the NIO2 connector to get more feedback, after the latest round of fixes. In practice since it is not used by default, it doesn't change much.",27ac1263bf25a6af9175afe772416e39b1f51f6a,36ba55cccecdeb20bbb49c7dc3f7c296a3d93dd1
DESIGN,"// FIXME: In theory, awaitBytes is better, but the SSL handshake is done by processSocket //awaitBytes(socketWrapper);",2014-03-10,Remy Maucherat,Add experimental NIO2 connector. Based on code developed by Nabil Benothman.,2014-03-15,Remy Maucherat,- Cleanup and prefer non direct buffers for SSL by default (32KB of direct buffers per connection looks a bit too much). - Give up on the SSL test for now.,27ac1263bf25a6af9175afe772416e39b1f51f6a,5c357900eb76befeff7a46556498e2945dc5df11
DESIGN,"// FIXME: temporary, investigate apparent sendfile issue",2014-07-09,Remy Maucherat,"Notice apparent problems with NIO2 ""sendfile"" (only with SSL from what I can see) while testing ciphers. Temporarily disable for now.",2014-07-10,Remy Maucherat,"Fix various NIO2 sendfile issues discovered while testing ciphers, and refactor to optimize its behavior.",7eba0752df697186ea0283a784e110d0a3d3c48c,cb69c4a027e3a25636eddd830750835a483e2009
DESIGN,// TODO Figure out why moving this to the awaitBytesHandler //      causes test failures.,2015-01-15,Mark Thomas,Trivial  - rename  - add a TODO,2015-01-15,Remy Maucherat,Fix use of the semaphore (it seems equivalent to not using it). This fixes the ab corruption I was experiencing.,8a82c154de4e21f6d40e38fa54b43c7f702460bd,ec52974167d337a56af6ac0627db79a11962908a
DESIGN,// TODO: Lots of direct access to the socketWriteBuffer. //       Refactor to use socketBufferHandler,2015-01-15,Mark Thomas,Fix remaining NIO2 unit test failures after refactoring.,2015-05-22,Remy Maucherat,"Cleanup and move around the NIO2 sendfile code, addressing a fixme. There should be no functional change.",a10b70d31a5ef03129ce246c4ccf3728154d9d77,192451c5459f4d7e7d4951571a489be2b1e948c1
DESIGN,// TODO AJP and HTTPS have different expectations for the state of // the buffer at the start of a read. These need to be reconciled.,2014-11-24,Mark Thomas,Fix SSL for NIO that was broken by AJP refactoring. Add some TODO markers as this is only a temporary fix.,2015-01-15,Mark Thomas,InputBuffer refactoring. All compiles but not yet tested.,8bf93eee6d8d7579ed8bd3d2c809cde74cdd19f2,9718447a0342866373fec40498e960040d58b738
DESIGN,// Initialize SSL // FIXME: one per VM call ?,2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2006-08-04,Filip Hanik,"Added HTTPS support to the NIO connector. Works exactly like the Http11Protocol does, but uses JDK1.5 JSSE implementation.",a84fabcbc6fee8a69253ad92a304b4718e96a7c9,8d339d077f3b20175e639bd0f5f1f84fe940afed
DESIGN,// TODO: We can easly do the maintenance here,2006-03-27,Remy Maucherat,"- Attempt to create a new repository according to the earlier thread. - No modules right now. - Dependencies on c-logging, c-modeler (which I think I will merge/simplify to util, as done with   digester earlier), Ant, JDT, PureTLS and JavaMail. Maybe it is possible to add dummy sources   for JavaMail to build without having to get the JAR, don't know about PureTLS. - Will require Java 5.",2006-05-29,Remy Maucherat,"- I had some problems when shutting down pollers which had active connections in them. I can't   reproduce any problem anymore, unfortunately, but I think it was because there was a poll going   on while the sockets in the poller were being destroyed, which could then lead to these sockets   being destroyed again. So I'm adding code to wait until the poll call is done before doing the   poller stop.",a84fabcbc6fee8a69253ad92a304b4718e96a7c9,487f57db342d80ead1dd84488728514de0fe4f3e
DESIGN,// FIXME: should really close in case of timeout ? // FIXME: maybe comet should use an extended timeout,2006-05-17,Remy Maucherat,"- Start work on comet support. Note: it doesn't work yet, I think (I didn't test), and most of this   is very preliminary. It is relatively straightforward, though.",2006-05-29,Remy Maucherat,"- I had some problems when shutting down pollers which had active connections in them. I can't   reproduce any problem anymore, unfortunately, but I think it was because there was a poll going   on while the sockets in the poller were being destroyed, which could then lead to these sockets   being destroyed again. So I'm adding code to wait until the poll call is done before doing the   poller stop.",62d01f2c3caae42b60161c8566015aee48648949,487f57db342d80ead1dd84488728514de0fe4f3e
DESIGN,"//todo, set backlog value //mimic APR behavior // Sendfile usage on systems which don't support it cause major problems",2006-06-22,Filip Hanik,"Non blocking polling information. This implementation in pure Java NIO is almost a mimic of the APR implementation. It blocks on read and write, but has non blocking polling capabilities. Currently the read/write blocking is ""busy"" blocking, but I will see if I can simply configure blocking for the socket and if that would still allow the poller to work as expected. This makes it a suitable connector for comet style protocols and where APR is not desired or available.",2006-07-11,Filip Hanik,"Remove sendfile support, this is a native called, this will be a pure java connector",1b97f8c3b030cbf2366cdf3f51fe2f9d3256d249,2ce8dad75b644e552e0f07622ab70f27786d26b6
DESIGN,"// FIXME: closing in all these cases is a bit mean. IMO, it should leave it // to the worker (or executor) depending on what the request processor // returns",2006-09-22,Remy Maucherat,"- Pass along a status code when there's an error. This allows sending the appropriate event to the servlet, and far   more flexible handling (for example, for timeouts, where the servlet gets to decide if the connection is done - or not).",2006-10-30,Filip Hanik,Fixed null pointer exception on comet socket timeout,a3f894b0c2efc43cc497a92ecfedf355ee5543d2,85defba50be4298edeb86e6cd45728f1b17cda6a
DESIGN,//this sucker here dead locks with the count down latch //since this call is blocking if no threads are available. //TODO: FIXME BIG TIME,2007-02-21,Filip Hanik,"added in notes to myself about blocking the poller thread, that should be prohibited",2007-02-21,Filip Hanik,"Fixed latch behavior, still could be improved upon. In the next revision, I'll probably have the blocking read/write selector to use its own thread so that it doesn't content with the poller thread",7fe3749c050a81c69624cfd3ad447635ea70161b,22fd679e70c1f85debeb3a3e57aae973e85c7e61
DESIGN,"// Hand this socket off to an appropriate processor //TODO FIXME - this is currently a blocking call, meaning we will be blocking //further accepts until there is a thread available.",2007-02-21,Filip Hanik,"Fixed latch behavior, still could be improved upon. In the next revision, I'll probably have the blocking read/write selector to use its own thread so that it doesn't content with the poller thread",2012-01-15,Mark Emlyn David Thomas,"Ensure that connections from unlockAccept() do not get passed to a processor. Reduce differences between BIO, NIO and APR acceptor code.",22fd679e70c1f85debeb3a3e57aae973e85c7e61,a917b181695a06898c6202c68964adb88338b793
DESIGN,//TODO this is not yet being used,2008-12-10,Filip Hanik,implement timeout on sendfile write as wellimplement timeout on sendfile write as wellimplement timeout on sendfile write as wellimplement timeout on sendfile write as wellimplement timeout on sendfile write as wellimplement timeout on sendfile write as wellimplement timeout on sendfile write as wellimplement timeout on sendfile write as wellimplement timeout on sendfile write as well,2015-09-17,Mark Thomas,Code review / refactoring in light of https://bz.apache.org/bugzilla/show_bug.cgi?id=58390 error is only used by NIO2 so move it to Nio2SocketWrapper,144f0bc892f30c30698c03077d9ef4d859949674,85c6712a405749e299a8cdb110fee5389849214f
